customer_key,customer_number,customer_name,age,age_group,customer_segment,last_order_date,recency,total_orders,total_sales,total_quantity,lifespan,avg_order_value,avg_monthly_spend
366,AW00011365,Brittney Sun,41,40-49,VIP,22-12-2013,148,3,5024,7,7,1674.6667,167.4667
13067,AW00024066,Brittney West,47,40-49,New,08-10-2013,151,1,2515,4,4,2515,2515
12419,AW00023418,Brittney Wu,48,40-49,New,15-03-2013,157,2,3400,5,5,1700,425
15689,AW00026688,Brittney Xu,51,50 and above,New,30-03-2013,157,1,65,3,3,65,65
10606,AW00021605,Brittney Ye,50,50 and above,New,04-11-2013,150,1,1179,3,3,1179,1179
2671,AW00013670,Brittney Zeng,57,50 and above,New,02-12-2013,149,3,178,5,5,59.3333,19.7778
8976,AW00019975,Brittney Zhang,50,50 and above,VIP,29-06-2013,154,2,6056,3,3,3028,302.8
14611,AW00025610,Brittney Zhao,47,40-49,New,25-12-2013,148,1,575,2,2,575,575
16914,AW00027913,Brittney Zheng,43,40-49,New,11-08-2013,152,1,5,1,1,5,5
13149,AW00024148,Brittney Zhou,64,50 and above,New,03-04-2013,157,1,12,2,2,12,12
9112,AW00020111,Brittney Zhu,62,50 and above,New,03-06-2013,155,1,1169,4,4,1169,1169
12254,AW00023253,Brooke Bell,67,50 and above,New,09-07-2013,154,1,40,2,2,40,40
13264,AW00024263,Brooke Brooks,43,40-49,New,12-07-2013,153,1,35,2,2,35,35
10805,AW00021804,Brooke Cook,63,50 and above,New,24-07-2013,153,1,15,2,2,15,15
8537,AW00019536,Brooke Cooper,60,50 and above,New,18-06-2013,154,1,1120,1,1,1120,1120
15757,AW00026756,Brooke Gray,55,50 and above,New,22-09-2013,151,1,79,2,2,79,79
15462,AW00026461,Brooke Howard,79,50 and above,New,31-12-2013,148,1,59,2,2,59,59
7746,AW00018745,Brooke James,57,50 and above,New,09-12-2013,149,2,78,3,3,39,26
8809,AW00019808,Brooke Kelly,54,50 and above,New,19-08-2013,152,1,590,2,2,590,590
12032,AW00023031,Brooke Morgan,53,50 and above,New,16-08-2013,152,1,70,3,3,70,70
16058,AW00027057,Brooke Morris,48,40-49,New,10-01-2014,147,1,29,1,1,29,29
1919,AW00012918,Brooke Murphy,45,40-49,Regular,12-04-2013,156,2,4763,2,2,2381.5,317.5333
17056,AW00028055,Brooke Peterson,62,50 and above,New,16-06-2013,154,1,75,2,2,75,75
851,AW00011850,Brooke Ramirez,45,40-49,New,03-06-2013,155,2,149,5,5,74.5,149
13829,AW00024828,Brooke Reed,55,50 and above,New,17-11-2013,149,1,2419,2,2,2419,2419
706,AW00011705,Brooke Richardson,46,40-49,VIP,27-05-2013,155,2,5940,5,5,2970,330
15699,AW00026698,Brooke Rivera,57,50 and above,Regular,09-09-2013,152,2,4442,3,3,2221,341.6923
7477,AW00018476,Brooke Rogers,40,40-49,New,04-07-2013,154,1,617,5,5,617,617
10163,AW00021162,Brooke Sanchez,50,50 and above,New,25-09-2013,151,1,1155,2,2,1155,1155
199,AW00011198,Brooke Sanders,73,50 and above,New,13-02-2013,158,2,98,4,4,49,98
13760,AW00024759,Brooke Stewart,61,50 and above,Regular,02-12-2013,149,2,4369,5,5,2184.5,189.9565
8407,AW00019406,Brooke Travers,54,50 and above,New,26-02-2013,158,1,1188,4,4,1188,1188
2008,AW00013007,Brooke Ward,55,50 and above,VIP,20-10-2013,150,3,5671,5,5,1890.3333,315.0556
15262,AW00026261,Brooke Watson,64,50 and above,New,20-04-2013,156,1,195,4,4,195,195
9776,AW00020775,Bruce Alonso,61,50 and above,New,12-01-2014,147,1,10,1,1,10,10
10038,AW00021037,Bruce Arun,45,40-49,New,04-12-2013,149,3,2437,8,8,812.3333,221.5455
1265,AW00012264,Bruce Ashe,49,40-49,VIP,25-05-2013,155,3,5663,7,7,1887.6667,435.6154
9456,AW00020455,Bruce Blanco,56,50 and above,New,19-01-2014,147,1,23,2,2,23,23
17433,AW00028432,Bruce Carlson,45,40-49,New,29-10-2013,150,1,29,1,1,29,29
3971,AW00014970,Bruce Chandra,43,40-49,New,27-11-2013,149,2,159,4,4,79.5,26.5
8908,AW00019907,Bruce Diaz,65,50 and above,New,04-10-2013,151,1,32,3,3,32,32
17742,AW00028741,Bruce Dominguez,47,40-49,New,15-12-2013,148,1,1169,4,4,1169,1169
15889,AW00026888,Bruce Fernandez,46,40-49,New,15-12-2013,148,1,39,2,2,39,39
7038,AW00018037,Bruce Garcia,46,40-49,New,09-09-2013,152,1,49,2,2,49,49
4696,AW00015695,Bruce Gomez,66,50 and above,VIP,25-08-2013,152,3,8324,8,8,2774.6667,416.2
17458,AW00028457,Bruce Gonzalez,85,50 and above,New,31-12-2013,148,1,70,1,1,70,70
15862,AW00026861,Bruce Gutierrez,56,50 and above,New,04-02-2013,159,1,36,3,3,36,36
6920,AW00017919,Bruce Hernandez,42,40-49,Regular,13-09-2013,151,2,4733,3,3,2366.5,169.0357
12641,AW00023640,Bruce Jiménez,45,40-49,New,01-08-2013,153,2,3937,3,3,1968.5,357.9091
1545,AW00012544,Bruce Jordan,62,50 and above,New,21-12-2013,148,1,9,1,1,9,9
12541,AW00023540,Bruce Lopez,58,50 and above,New,19-04-2013,156,2,3626,4,4,1813,453.25
7207,AW00018206,Bruce Madan,43,40-49,New,05-07-2013,154,2,66,3,3,33,33
16937,AW00027936,Bruce Martin,75,50 and above,New,17-06-2013,154,1,25,1,1,25,25
7453,AW00018452,Bruce Martinez,66,50 and above,Regular,09-11-2013,150,2,4752,3,3,2376,163.8621
14459,AW00025458,Bruce Mehta,54,50 and above,New,21-12-2013,148,1,2413,2,2,2413,2413
15653,AW00026652,Bruce Moreno,40,40-49,Regular,16-12-2013,148,2,1938,3,3,969,114
6354,AW00017353,Bruce Navarro,77,50 and above,VIP,10-07-2013,153,2,6035,4,4,3017.5,232.1154
16166,AW00027165,Bruce Patel,48,40-49,New,12-08-2013,152,1,4,1,1,4,4
5936,AW00016935,Bruce Perez,58,50 and above,New,24-09-2013,151,2,95,4,4,47.5,47.5
11834,AW00022833,Bruce Prasad,67,50 and above,New,23-10-2013,150,1,29,2,2,29,29
9887,AW00020886,Bruce Raman,53,50 and above,New,05-05-2013,156,2,2534,3,3,1267,253.4
17476,AW00028475,Bruce Ramos,79,50 and above,New,25-03-2013,157,1,124,2,2,124,124
10126,AW00021125,Bruce Rana,44,40-49,New,01-09-2013,152,1,27,3,3,27,27
17474,AW00028473,Bruce Rodriguez,81,50 and above,New,17-09-2013,151,1,21,1,1,21,21
12344,AW00023343,Bruce Rubio,63,50 and above,New,05-06-2013,155,2,3937,3,3,1968.5,393.7
5172,AW00016171,Bruce Ruiz,54,50 and above,New,10-05-2013,155,2,104,5,5,52,104
11195,AW00022194,Bruce Sai,54,50 and above,Regular,26-11-2013,149,2,4634,3,3,2317,243.8947
7037,AW00018036,Bruce Sanchez,41,40-49,New,28-03-2013,157,1,25,1,1,25,25
12118,AW00023117,Bruce Sanz,60,50 and above,New,20-04-2013,156,2,3932,5,5,1966,436.8889
11312,AW00022311,Bruce Sara,48,40-49,New,15-07-2013,153,1,1739,4,4,1739,1739
12728,AW00023727,Bruce Serrano,70,50 and above,New,26-06-2013,154,1,35,2,2,35,35
9979,AW00020978,Bruce Srini,78,50 and above,New,01-08-2013,153,1,5,1,1,5,5
16580,AW00027579,Bruce Suarez,62,50 and above,New,18-10-2013,150,1,69,3,3,69,69
10851,AW00021850,Bruce Subram,69,50 and above,New,23-09-2013,151,1,5,1,1,5,5
18399,AW00029398,Bruce Suri,55,50 and above,Regular,08-02-2013,159,2,3964,3,3,1982,188.7619
1553,AW00012552,Bruce Torres,82,50 and above,New,13-10-2013,150,1,9,1,1,9,9
9418,AW00020417,Bruce Vazquez,70,50 and above,New,17-04-2013,156,1,68,3,3,68,68
17163,AW00028162,Bruce Ward,58,50 and above,New,17-03-2011,181,1,3578,1,1,3578,3578
2800,AW00013799,Bryan Bailey,48,40-49,Regular,07-04-2013,157,2,3010,4,4,1505,215
5395,AW00016394,Bryan Bell,47,40-49,New,10-01-2013,159,2,4660,3,3,2330,1553.3333
17974,AW00028973,Bryan Cooper,80,50 and above,New,28-10-2013,150,1,25,1,1,25,25
16450,AW00027449,Bryan Cox,52,50 and above,New,05-10-2013,151,2,4482,5,5,2241,407.4545
9651,AW00020650,Bryan Gray,45,40-49,New,05-08-2013,153,1,1174,2,2,1174,1174
13315,AW00024314,Bryan Howard,54,50 and above,New,17-03-2013,157,1,57,2,2,57,57
2432,AW00013431,Bryan James,64,50 and above,Regular,13-06-2013,154,2,4593,6,6,2296.5,328.0714
10350,AW00021349,Bryan Kelly,81,50 and above,New,11-01-2013,159,2,2988,5,5,1494,996
7583,AW00018582,Bryan Morgan,51,50 and above,New,17-12-2013,148,1,2319,4,4,2319,2319
14163,AW00025162,Bryan Morris,50,50 and above,New,14-05-2013,155,1,2384,1,1,2384,2384
18128,AW00029127,Bryan Murphy,53,50 and above,New,24-03-2013,157,1,29,2,2,29,29
12895,AW00023894,Bryan Ramirez,55,50 and above,New,17-03-2013,157,1,70,3,3,70,70
7885,AW00018884,Bryan Reed,43,40-49,New,20-10-2013,150,2,134,5,4,67,67
7161,AW00018160,Bryan Rivera,60,50 and above,Regular,13-12-2013,148,3,4620,5,5,1540,385
15891,AW00026890,Bryan Rogers,40,40-49,New,23-06-2013,154,1,589,4,4,589,589
3937,AW00014936,Bryan Sanchez,53,50 and above,New,15-08-2013,152,1,96,5,5,96,96
6593,AW00017592,Bryan Sanders,44,40-49,New,23-11-2013,149,1,2335,3,3,2335,2335
5929,AW00016928,Bryan Stewart,63,50 and above,Regular,18-06-2013,154,2,4698,2,2,2349,167.7857
3078,AW00014077,Bryan Townsend,44,40-49,New,19-10-2013,150,4,180,8,8,45,90
9454,AW00020453,Bryant Arun,56,50 and above,New,01-02-2013,159,1,21,1,1,21,21
13405,AW00024404,Bryant Chapman,86,50 and above,New,22-01-2013,159,1,2384,1,1,2384,2384
3657,AW00014656,Bryant Fernandez,61,50 and above,Regular,13-07-2013,153,2,3084,5,5,1542,128.5
432,AW00011431,Bryant Garcia,51,50 and above,VIP,30-09-2013,151,4,9913,11,8,2478.25,472.0476
11947,AW00022946,Bryant Kapoor,61,50 and above,New,22-02-2013,158,2,3912,4,4,1956,489
13219,AW00024218,Bryant Lopez,52,50 and above,New,05-05-2013,156,1,5,1,1,5,5
8849,AW00019848,Bryant Malhotra,77,50 and above,New,20-12-2013,148,1,124,2,2,124,124
8472,AW00019471,Bryant Martinez,57,50 and above,New,12-03-2013,157,2,3478,3,3,1739,695.6
2807,AW00013806,Bryant Mehta,56,50 and above,Regular,28-05-2013,155,2,3075,7,7,1537.5,205
16970,AW00027969,Bryant Patel,44,40-49,New,25-11-2013,149,1,599,3,3,599,599
4043,AW00015042,Bryant Perez,43,40-49,New,09-09-2013,152,2,3807,3,3,1903.5,380.7
8049,AW00019048,Bryant Raman,74,50 and above,New,18-11-2013,149,2,4765,3,3,2382.5,433.1818
10879,AW00021878,Bryant Rana,44,40-49,Regular,01-10-2013,151,2,4664,5,5,2332,259.1111
18361,AW00029360,Bryant Rodriguez,46,40-49,New,02-11-2013,150,1,2418,3,3,2418,2418
11578,AW00022577,Bryant Sai,40,40-49,Regular,29-06-2013,154,2,2743,3,3,1371.5,211
2114,AW00013113,Bryant Sanchez,54,50 and above,VIP,04-11-2013,150,3,6832,7,7,2277.3333,427
10118,AW00021117,Bryant Sara,45,40-49,New,21-08-2013,152,1,60,3,3,60,60
1187,AW00012186,Bryant Srini,55,50 and above,VIP,08-03-2013,158,2,5913,4,4,2956.5,422.3571
13844,AW00024843,Bryant Subram,65,50 and above,New,21-09-2013,151,1,89,3,3,89,89
7153,AW00018152,Bryant Suri,74,50 and above,New,26-02-2013,158,1,77,2,2,77,77
2563,AW00013562,Bryant Van,51,50 and above,New,05-07-2013,154,2,4369,2,2,2184.5,728.1667
2470,AW00013469,Bryce Bailey,60,50 and above,New,16-01-2014,147,1,72,2,2,72,72
9026,AW00020025,Bryce Bell,50,50 and above,New,10-11-2013,149,1,94,2,2,94,94
1062,AW00012061,Bryce Brooks,77,50 and above,New,29-09-2013,151,4,140,10,8,35,17.5
17641,AW00028640,Bryce Cook,48,40-49,New,23-07-2013,153,1,70,1,1,70,70
11097,AW00022096,Bryce Cooper,66,50 and above,New,03-05-2013,156,1,134,4,4,134,134
9206,AW00020205,Bryce Cox,62,50 and above,New,12-06-2013,154,1,1184,4,4,1184,1184
5109,AW00016108,Bryce Howard,50,50 and above,New,19-10-2013,150,1,634,4,4,634,634
2467,AW00013466,Bryce James,60,50 and above,New,16-12-2013,148,3,133,6,6,44.3333,44.3333
9304,AW00020303,Bryce Morgan,52,50 and above,New,24-03-2013,157,1,2512,4,4,2512,2512
8725,AW00019724,Bryce Morris,62,50 and above,New,28-02-2013,158,1,1155,2,2,1155,1155
13646,AW00024645,Bryce Murphy,72,50 and above,New,26-06-2013,154,1,2438,2,2,2438,2438
7567,AW00018566,Bryce Peterson,50,50 and above,New,15-12-2013,148,1,2379,3,3,2379,2379
5121,AW00016120,Bryce Ramirez,48,40-49,New,30-10-2013,150,1,7,2,2,7,7
3477,AW00014476,Bryce Reed,65,50 and above,New,26-08-2013,152,1,7,2,2,7,7
170,AW00011169,Bryce Richardson,52,50 and above,New,24-09-2013,151,2,81,5,5,40.5,27
8872,AW00019871,Bryce Rivera,66,50 and above,New,25-08-2013,152,1,70,1,1,70,70
6403,AW00017402,Bryce Rogers,58,50 and above,New,19-09-2013,151,1,2305,2,2,2305,2305
5089,AW00016088,Bryce Sanders,53,50 and above,New,21-05-2013,155,1,7,2,2,7,7
3563,AW00014562,Bryce Stewart,50,50 and above,New,19-05-2013,155,1,7,2,2,7,7
10608,AW00021607,Bryce Torres,50,50 and above,New,12-11-2013,149,1,1120,1,1,1120,1120
2055,AW00013054,Bryce Ward,45,40-49,New,12-12-2013,148,1,76,2,2,76,76
16800,AW00027799,Bryce Watson,43,40-49,New,18-01-2013,159,1,1174,2,2,1174,1174
901,AW00011900,Byron Carlson,45,40-49,VIP,11-07-2013,153,3,8257,7,7,2752.3333,393.1905
10141,AW00021140,Byron Diaz,53,50 and above,New,22-05-2013,155,1,15,2,2,15,15
7484,AW00018483,Byron Gill,54,50 and above,VIP,13-02-2013,158,2,6056,3,3,3028,318.7368
13050,AW00024049,Byron Gomez,46,40-49,New,03-09-2013,152,1,575,2,2,575,575
2495,AW00013494,Byron Gutierrez,58,50 and above,New,18-05-2013,155,1,40,2,2,40,40
11424,AW00022423,Byron Hernandez,51,50 and above,New,12-06-2013,154,1,584,3,3,584,584
5027,AW00016026,Byron Jiménez,74,50 and above,Regular,19-12-2013,148,2,3804,3,3,1902,317
14218,AW00025217,Byron Martin,53,50 and above,New,25-04-2013,156,1,40,2,2,40,40
5623,AW00016622,Byron Navarro,47,40-49,New,24-01-2014,147,2,107,5,5,53.5,21.4
12307,AW00023306,Byron Ortega,42,40-49,Regular,10-04-2013,156,2,4828,3,3,2414,254.1053
3307,AW00014306,Byron Ramos,59,50 and above,Regular,01-10-2013,151,3,3652,6,6,1217.3333,304.3333
7000,AW00017999,Byron Romero,57,50 and above,Regular,02-10-2013,151,2,2454,3,3,1227,90.8889
7623,AW00018622,Byron Rubio,47,40-49,New,24-11-2013,149,1,65,3,3,65,65
13800,AW00024799,Byron Sanz,51,50 and above,New,25-10-2013,150,1,2452,4,4,2452,2452
6085,AW00017084,Byron Serrano,39,30-39,New,08-10-2013,151,1,31,3,3,31,31
5404,AW00016403,Byron Suarez,54,50 and above,New,10-12-2013,148,1,38,3,3,38,38
123,AW00011122,Byron Vazquez,60,50 and above,New,22-08-2013,152,3,43,3,3,14.3333,7.1667
4973,AW00015972,Caitlin Bailey,85,50 and above,New,28-09-2013,151,2,3149,6,6,1574.5,349.8889
10470,AW00021469,Caitlin Bell,73,50 and above,New,10-01-2013,159,1,589,4,4,589,589
1097,AW00012096,Caitlin Brooks,72,50 and above,VIP,20-07-2013,153,2,5900,3,3,2950,295
9736,AW00020735,Caitlin Cooper,40,40-49,New,15-08-2013,152,1,1120,1,1,1120,1120
9511,AW00020510,Caitlin Cox,74,50 and above,New,11-01-2014,147,1,73,3,3,73,73
14284,AW00025283,Caitlin Howard,46,40-49,New,22-07-2013,153,1,39,3,3,39,39
4504,AW00015503,Caitlin James,47,40-49,Regular,08-12-2013,149,2,1622,5,5,811,95.4118
3005,AW00014004,Caitlin Kelly,43,40-49,New,26-08-2013,152,1,57,2,2,57,57
8168,AW00019167,Caitlin Morgan,46,40-49,New,01-01-2013,160,1,1120,1,1,1120,1120
8417,AW00019416,Caitlin Morris,60,50 and above,New,10-01-2013,159,2,3476,3,3,1738,579.3333
3911,AW00014910,Caitlin Murphy,62,50 and above,New,27-10-2013,150,1,839,2,2,839,839
12132,AW00023131,Caitlin Peterson,63,50 and above,New,01-10-2013,151,1,30,1,1,30,30
16913,AW00027912,Caitlin Ramirez,44,40-49,New,19-12-2013,148,1,60,3,3,60,60
2345,AW00013344,Caitlin Reed,78,50 and above,New,02-05-2013,156,1,81,3,3,81,81
12058,AW00023057,Caitlin Richardson,66,50 and above,VIP,22-12-2013,148,2,6021,4,4,3010.5,215.0357
15114,AW00026113,Caitlin Rivera,67,50 and above,New,20-07-2013,153,2,2731,3,3,1365.5,248.2727
14900,AW00025899,Caitlin Rogers,68,50 and above,New,11-03-2013,157,1,72,3,3,72,72
11081,AW00022080,Caitlin Sanchez,53,50 and above,New,28-11-2013,149,1,57,2,2,57,57
18234,AW00029233,Caitlin Sanders,57,50 and above,New,23-10-2013,150,1,64,3,3,64,64
14354,AW00025353,Caitlin Stewart,58,50 and above,New,06-09-2013,152,1,27,2,2,27,27
5446,AW00016445,Caitlin Ward,58,50 and above,Regular,07-11-2013,150,2,3242,3,3,1621,170.6316
8734,AW00019733,Caitlin Watson,81,50 and above,New,04-02-2013,159,1,70,1,1,70,70
11775,AW00022774,Caleb Alexander,70,50 and above,New,25-12-2013,148,1,30,1,1,30,30
12384,AW00023383,Caleb Allen,59,50 and above,New,05-09-2013,152,1,600,4,4,600,600
12969,AW00023968,Caleb Baker,47,40-49,New,20-09-2013,151,1,40,2,2,40,40
10265,AW00021264,Caleb Butler,41,40-49,New,11-09-2013,151,1,1120,1,1,1120,1120
730,AW00011729,Caleb Campbell,55,50 and above,New,11-01-2014,147,2,160,5,5,80,32
68,AW00011067,Caleb Carter,44,40-49,New,12-01-2014,147,2,105,6,6,52.5,26.25
17606,AW00028605,Caleb Coleman,58,50 and above,New,22-08-2013,152,1,8,1,1,8,8
11361,AW00022360,Caleb Collins,62,50 and above,New,27-07-2013,153,1,59,5,5,59,59
5372,AW00016371,Caleb Diaz,64,50 and above,New,15-06-2013,154,1,55,2,2,55,55
10611,AW00021610,Caleb Edwards,45,40-49,New,27-02-2013,158,1,549,2,2,549,549
5073,AW00016072,Caleb Evans,43,40-49,New,12-10-2013,150,1,166,3,3,166,166
1166,AW00012165,Caleb Flores,58,50 and above,New,05-07-2013,154,4,280,13,11,70,56
16113,AW00027112,Caleb Foster,54,50 and above,New,26-06-2013,154,1,114,4,4,114,114
693,AW00011692,Caleb Gonzales,56,50 and above,New,18-01-2014,147,2,94,3,3,47,15.6667
1827,AW00012826,Caleb Gonzalez,55,50 and above,New,16-11-2013,149,2,4428,5,5,2214,402.5455
12037,AW00023036,Caleb Green,59,50 and above,New,16-08-2013,152,1,624,5,5,624,624
2170,AW00013169,Caleb Griffin,48,40-49,New,15-10-2013,150,2,192,3,3,96,48
16831,AW00027830,Caleb Hall,43,40-49,New,08-11-2013,150,1,60,3,3,60,60
651,AW00011650,Caleb Hayes,51,50 and above,New,17-12-2013,148,2,129,4,4,64.5,12.9
11886,AW00022885,Caleb Henderson,53,50 and above,New,30-03-2013,157,1,549,2,2,549,549
17826,AW00028825,Caleb Hernandez,48,40-49,New,05-06-2011,179,1,3578,1,1,3578,3578
5334,AW00016333,Caleb Hill,43,40-49,New,04-06-2013,155,1,57,2,2,57,57
4911,AW00015910,Caleb Hughes,69,50 and above,New,22-03-2013,157,1,40,2,2,40,40
3185,AW00014184,Caleb Jenkins,56,50 and above,New,29-07-2013,153,2,105,6,6,52.5,35
17987,AW00028986,Caleb King,77,50 and above,New,01-08-2013,153,1,79,2,2,79,79
16559,AW00027558,Caleb Kumar,60,50 and above,New,06-12-2012,161,1,2049,1,1,2049,2049
4869,AW00015868,Caleb Lal,49,40-49,New,28-01-2014,147,3,166,9,8,55.3333,20.75
11641,AW00022640,Caleb Li,53,50 and above,New,13-02-2013,158,1,1149,3,3,1149,1149
14047,AW00025046,Caleb Long,47,40-49,New,02-01-2012,172,1,2182,1,1,2182,2182
16257,AW00027256,Caleb Lopez,48,40-49,New,21-10-2012,162,1,2071,1,1,2071,2071
15807,AW00026806,Caleb Mitchell,49,40-49,New,15-08-2013,152,1,5,1,1,5,5
11717,AW00022716,Caleb Nelson,44,40-49,New,17-07-2013,153,1,554,3,3,554,554
15319,AW00026318,Caleb Parker,47,40-49,New,16-08-2013,152,1,14,2,2,14,14
5912,AW00016911,Caleb Patterson,80,50 and above,New,11-09-2013,151,1,59,2,2,59,59
1944,AW00012943,Caleb Perez,55,50 and above,New,16-01-2014,147,2,106,5,5,53,13.25
512,AW00011511,Caleb Perry,61,50 and above,New,13-03-2013,157,1,35,1,1,35,35
17812,AW00028811,Caleb Phillips,47,40-49,New,11-08-2013,152,1,64,3,3,64,64
10614,AW00021613,Caleb Powell,53,50 and above,New,19-06-2013,154,2,2610,3,3,1305,326.25
5075,AW00016074,Caleb Roberts,48,40-49,New,16-05-2013,155,1,40,2,2,40,40
9306,AW00020305,Caleb Ross,40,40-49,New,06-10-2013,151,1,70,1,1,70,70
12553,AW00023552,Caleb Russell,44,40-49,New,25-11-2013,149,1,104,3,3,104,104
13937,AW00024936,Caleb Scott,76,50 and above,New,10-11-2013,149,1,39,3,3,39,39
4468,AW00015467,Caleb Shan,50,50 and above,Regular,27-12-2013,148,2,1631,4,4,815.5,90.6111
8121,AW00019120,Caleb Sharma,49,40-49,New,12-12-2013,148,1,1730,3,3,1730,1730
1194,AW00012193,Caleb Simmons,66,50 and above,New,07-07-2013,154,2,4833,6,6,2416.5,1611
7345,AW00018344,Caleb Turner,44,40-49,New,19-10-2013,150,1,1760,3,3,1760,1760
17228,AW00028227,Caleb Wang,64,50 and above,New,27-08-2013,152,1,60,3,3,60,60
15996,AW00026995,Caleb Washington,48,40-49,New,08-01-2013,160,1,1145,2,2,1145,1145
4844,AW00015843,Caleb Wright,52,50 and above,New,15-09-2013,151,2,3143,4,4,1571.5,314.3
11270,AW00022269,Caleb Yang,40,40-49,New,23-07-2013,153,1,94,4,4,94,94
12238,AW00023237,Caleb Young,49,40-49,New,22-02-2013,158,1,69,3,3,69,69
1864,AW00012863,Caleb Zhang,42,40-49,New,29-11-2013,149,2,4478,8,8,2239,407.0909
17718,AW00028717,Calvin Anand,55,50 and above,New,30-04-2013,156,1,29,2,2,29,29
11921,AW00022920,Calvin Andersen,55,50 and above,New,26-11-2013,149,1,92,4,4,92,92
18107,AW00029106,Calvin Beck,45,40-49,New,26-06-2011,178,1,3578,1,1,3578,3578
484,AW00011483,Calvin Chande,42,40-49,New,19-07-2013,153,3,4966,4,3,1655.3333,827.6667
7125,AW00018124,Calvin Chander,51,50 and above,New,16-09-2013,151,1,57,2,2,57,57
1255,AW00012254,Calvin Deng,77,50 and above,VIP,29-07-2013,153,2,5968,5,5,2984,213.1429
6214,AW00017213,Calvin Goel,68,50 and above,New,13-07-2013,153,2,180,6,6,90,180
11919,AW00022918,Calvin Jai,54,50 and above,New,06-10-2013,151,1,5,1,1,5,5
18389,AW00029388,Calvin Kumar,49,40-49,New,03-02-2013,159,2,2638,5,5,1319,439.6667
8173,AW00019172,Calvin Luo,41,40-49,Regular,06-06-2013,155,2,1609,4,4,804.5,94.6471
368,AW00011367,Calvin Nara,41,40-49,New,25-11-2013,149,2,86,4,4,43,21.5
11818,AW00022817,Calvin Nath,74,50 and above,New,13-12-2013,148,1,2401,6,6,2401,2401
4230,AW00015229,Calvin Rai,58,50 and above,Regular,09-11-2013,150,2,2833,4,4,1416.5,236.0833
4532,AW00015531,Calvin Raji,57,50 and above,Regular,19-12-2013,148,2,1622,3,3,811,101.375
9812,AW00020811,Calvin Shan,78,50 and above,Regular,01-06-2013,155,2,3270,4,4,1635,233.5714
14755,AW00025754,Calvin Sharma,63,50 and above,New,07-09-2013,152,1,23,2,2,23,23
7155,AW00018154,Calvin She,74,50 and above,New,27-05-2013,155,1,66,5,5,66,66
15146,AW00026145,Calvin Shen,55,50 and above,New,07-07-2013,154,1,79,2,2,79,79
14505,AW00025504,Calvin Sutton,42,40-49,New,10-11-2013,149,1,578,4,4,578,578
13859,AW00024858,Calvin Xie,66,50 and above,New,12-04-2013,156,1,40,2,2,40,40
16584,AW00027583,Calvin Xu,50,50 and above,New,08-08-2013,153,1,554,3,3,554,554
6906,AW00017905,Calvin Yuan,40,40-49,New,09-11-2013,150,1,25,2,2,25,25
15256,AW00026255,Cameron Alexander,59,50 and above,New,05-10-2013,151,1,36,3,3,36,36
5596,AW00016595,Cameron Anderson,68,50 and above,VIP,07-09-2013,152,3,6901,7,7,2300.3333,460.0667
2042,AW00013041,Cameron Brown,69,50 and above,New,19-06-2013,154,2,154,5,5,77,77
4372,AW00015371,Cameron Bryant,64,50 and above,Regular,01-08-2013,153,2,3179,4,4,1589.5,227.0714
12813,AW00023812,Cameron Butler,55,50 and above,New,02-10-2013,151,1,70,3,3,70,70
11046,AW00022045,Cameron Chen,47,40-49,New,13-04-2013,156,1,562,4,4,562,562
4422,AW00015421,Cameron Clark,52,50 and above,New,28-10-2013,150,1,5,1,1,5,5
17797,AW00028796,Cameron Coleman,61,50 and above,New,02-04-2013,157,1,64,3,3,64,64
3495,AW00014494,Cameron Diaz,61,50 and above,New,09-06-2013,155,2,1769,2,2,884.5,294.8333
11063,AW00022062,Cameron Flores,42,40-49,New,20-12-2013,148,1,1120,1,1,1120,1120
8805,AW00019804,Cameron Foster,40,40-49,New,01-08-2013,153,1,124,2,2,124,124
7642,AW00018641,Cameron Garcia,44,40-49,New,06-04-2013,157,1,1120,1,1,1120,1120
18006,AW00029005,Cameron Gonzales,71,50 and above,New,05-03-2013,158,1,70,1,1,70,70
1076,AW00012075,Cameron Griffin,76,50 and above,VIP,25-07-2013,153,2,5933,3,3,2966.5,296.65
6599,AW00017598,Cameron Harris,48,40-49,New,05-08-2013,153,1,40,2,2,40,40
7432,AW00018431,Cameron Hayes,68,50 and above,New,20-10-2013,150,1,1755,2,2,1755,1755
17178,AW00028177,Cameron Henderson,53,50 and above,New,22-08-2011,176,1,3578,1,1,3578,3578
1422,AW00012421,Cameron Hughes,62,50 and above,New,12-03-2013,157,1,75,3,3,75,75
13753,AW00024752,Cameron Jackson,62,50 and above,New,22-05-2013,155,1,756,3,3,756,756
2362,AW00013361,Cameron Jai,74,50 and above,Regular,08-11-2013,150,2,4765,3,3,2382.5,238.25
2721,AW00013720,Cameron Johnson,66,50 and above,New,13-09-2013,151,1,1155,2,2,1155,1155
2900,AW00013899,Cameron Jones,40,40-49,New,13-04-2013,156,1,22,1,1,22,22
7572,AW00018571,Cameron Kumar,54,50 and above,New,19-03-2013,157,1,1120,1,1,1120,1120
4475,AW00015474,Cameron Lal,51,50 and above,Regular,12-12-2013,148,2,1676,4,4,838,98.5882
6434,AW00017433,Cameron Lee,53,50 and above,New,12-11-2013,149,1,2341,3,3,2341,2341
535,AW00011534,Cameron Lewis,61,50 and above,VIP,14-02-2013,158,2,5919,4,4,2959.5,369.9375
14903,AW00025902,Cameron Li,68,50 and above,New,22-02-2013,158,1,65,3,3,65,65
